Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
47QMCA23F0HQE,2023-08-15,A3 SYSTEMS CORPORATION,181382.56,MULTIPLE AWARD SCHEDULES (MAS),269,-474,Ended,47QSMD20R0001,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,999,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,,GSA/FAS AUTOMOTIVE CENTER,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336112 LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,General Services Administration,Federal Acquisition Service,DELIVERY ORDER,2023-08-15,2024-05-10,2023-08-16,CONT_AWD_47QMCA23F0HQE_4732_47QSWA18D008X_4732,2023-08-15,47QMCA
47QMCA23F0HV3,2023-09-08,A3 SYSTEMS CORPORATION,249951.69,MULTIPLE AWARD SCHEDULES (MAS),269,-450,Ended,47QSMD20R0001,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,999,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,,GSA/FAS AUTOMOTIVE CENTER,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336112 LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,General Services Administration,Federal Acquisition Service,DELIVERY ORDER,2023-09-08,2024-06-03,2023-09-09,CONT_AWD_47QMCA23F0HV3_4732_47QSWA18D008X_4732,2023-09-08,47QMCA
47QMCA23F0HV4,2023-08-30,A3 SYSTEMS CORPORATION,170299.44,MULTIPLE AWARD SCHEDULES (MAS),174,-554,Ended,47QSMD20R0001,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,999,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,,GSA/FAS AUTOMOTIVE CENTER,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336112 LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,General Services Administration,Federal Acquisition Service,DELIVERY ORDER,2023-08-30,2024-02-20,2023-08-31,CONT_AWD_47QMCA23F0HV4_4732_47QSWA18D008X_4732,2023-08-30,47QMCA
6973GH23P00103,2022-10-27,GERARD TANK & STEEL INC,48613.7,ARSR-1/2 OSHA LADDER,64,-971,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2022-10-27,2022-12-30,2022-10-27,CONT_AWD_6973GH23P00103_6920_-NONE-_-NONE-,2022-10-27,6973GH
6973GH23P00108,2022-10-27,GERARD TANK & STEEL INC,48613.7,ASRS-1 RADAR LADDER MOD KIT NUMBER 3,64,-971,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2022-10-27,2022-12-30,2022-10-27,CONT_AWD_6973GH23P00108_6920_-NONE-_-NONE-,2022-10-27,6973GH
6973GH23P00111,2022-10-27,GERARD TANK & STEEL INC,48613.7,ARSR-2 RADAR LADDER MOD KIT NUMBER 3,64,-971,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2022-10-27,2022-12-30,2022-10-27,CONT_AWD_6973GH23P00111_6920_-NONE-_-NONE-,2022-10-27,6973GH
6973GH23P00114,2022-10-27,GERARD TANK & STEEL INC,48613.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 4,64,-971,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2022-10-27,2022-12-30,2022-10-27,CONT_AWD_6973GH23P00114_6920_-NONE-_-NONE-,2022-10-27,6973GH
6973GH23P00115,2022-10-27,GERARD TANK & STEEL INC,48613.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 5,64,-971,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2022-10-27,2022-12-30,2022-10-27,CONT_AWD_6973GH23P00115_6920_-NONE-_-NONE-,2022-10-27,6973GH
6973GH23P01236,2023-02-13,GERARD TANK & STEEL INC,48787.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 6,60,-866,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2023-02-13,2023-04-14,2023-02-13,CONT_AWD_6973GH23P01236_6920_-NONE-_-NONE-,2023-02-13,6973GH
6973GH23P01247,2023-02-15,GERARD TANK & STEEL INC,48787.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 7,58,-866,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2023-02-15,2023-04-14,2023-02-15,CONT_AWD_6973GH23P01247_6920_-NONE-_-NONE-,2023-02-15,6973GH
6973GH23P01248,2023-02-15,GERARD TANK & STEEL INC,48787.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 8,58,-866,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2023-02-15,2023-04-14,2023-02-15,CONT_AWD_6973GH23P01248_6920_-NONE-_-NONE-,2023-02-15,6973GH
6973GH23P01269,2023-02-13,GERARD TANK & STEEL INC,48787.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 9,60,-866,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2023-02-13,2023-04-14,2023-02-13,CONT_AWD_6973GH23P01269_6920_-NONE-_-NONE-,2023-02-13,6973GH
6973GH23P01274,2023-02-15,GERARD TANK & STEEL INC,48787.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 10,58,-866,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2023-02-15,2023-04-14,2023-02-15,CONT_AWD_6973GH23P01274_6920_-NONE-_-NONE-,2023-02-15,6973GH
6973GH23P01277,2023-02-15,GERARD TANK & STEEL INC,48787.7,ASRS-2 RADAR LADDER MOD KIT NUMBER 11,58,-866,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,332312 FABRICATED STRUCTURAL METAL MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2023-02-15,2023-04-14,2023-02-15,CONT_AWD_6973GH23P01277_6920_-NONE-_-NONE-,2023-02-15,6973GH
70B02C23P00000466,2023-08-23,SAFE STRUCTURE DESIGNS LLC,59148.78,H-60 MAINTENANCE CREW EQUIPMENT,188,-546,Ended,20139940,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,OFFICE OF AIR AND MARINE OPERATIONS,1730 AIRCRAFT GROUND SERVICING EQUIPMENT,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Customs and Border Protection,PURCHASE ORDER,2023-08-24,2024-02-28,2023-08-23,CONT_AWD_70B02C23P00000466_7014_-NONE-_-NONE-,2023-08-23,70B02C
