Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
70Z03823FC0000017,3/1/2023,GE AVIATION SYSTEMS LLC,3083.64,PURCHASE OF TWELVE (12) EA OF GUIDE BUSH (PTFE)-P/N: 697005612 FROM BOA,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,3/1/2023,4/3/2023,5/31/2024,CONT_AWD_70Z03823FC0000017_7008_SPE4A119G0016_9700,3/1/2023,70Z038
70Z03823FC0000019,3/7/2023,GE AVIATION SYSTEMS LLC,157.74,NEW PURCHASE OF CIRCLIP TO BE USED ON THE UNITED STATES COAST GUARD C-130J FIXED WING AIRCRAFT.,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,3/7/2023,12/31/2023,8/19/2025,CONT_AWD_70Z03823FC0000019_7008_SPE4A119G0016_9700,3/7/2023,70Z038
70Z03823FC0000021,3/17/2023,GE AVIATION SYSTEMS LLC,22896.34,"NEW PURCHASE OF CIRCLIP, AIR TRANSPORT COVER, O-RING, PCU PRESSURE SWITCH, AND O-RING SEAL THAT WILL BE USED ON THE UNITED STATES COAST GUARD C-130J AIRCRAFT.",,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,3/17/2023,8/16/2024,5/30/2023,CONT_AWD_70Z03823FC0000021_7008_SPE4A119G0016_9700,3/17/2023,70Z038
70Z03823FC0000026,5/25/2023,GE AVIATION SYSTEMS LLC,148357.54,REPAIR OF MULTIPLE PROPELLER ASSEMBLY PIECE PARTS FOR USE ON THE UNITED STATE COAST GUARD C-130,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,5/25/2023,10/2/2023,5/31/2024,CONT_AWD_70Z03823FC0000026_7008_70Z03820DW0000001_7008,5/25/2023,70Z038
70Z03823FC0000028,6/20/2023,GE AVIATION SYSTEMS LLC,11650,PURCHASE OF WASHER FOR LONG RANGE SURVEILLANCE AIRCRAFT.,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,6/20/2023,5/9/2024,6/20/2023,CONT_AWD_70Z03823FC0000028_7008_SPE4A119G0016_9700,6/20/2023,70Z038
70Z03823FC0000050,9/1/2023,GE AVIATION SYSTEMS LLC,1835228.36,PURCHASE OF PROPELLER SUB-ASSEMBLY SPARES TO BE INSTALLED ON THE HC-130 AIRCRAFT.,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/1/2023,10/2/2026,9/1/2023,CONT_AWD_70Z03823FC0000050_7008_70Z03820DW0000001_7008,9/1/2023,70Z038
70Z03823FJ0000226,8/29/2023,GENERAL ELECTRIC COMPANY,14174310,PROCUREMENT OF NEW T700-401D ENGINES.,70Z03823RJ0000006,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,8/29/2023,7/5/2026,8/4/2025,CONT_AWD_70Z03823FJ0000226_7008_SPE4A122G0010_9700,8/29/2023,70Z038
70Z03823FL0000012,12/13/2022,GENERAL ELECTRIC COMPANY,690000,"OVERHAUL/REPAIR OF CT7 ENGINE, MODULE AND COMPONENTS USED ON THE HC-144 AIRCRAFT.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,12/13/2022,6/14/2023,7/17/2024,CONT_AWD_70Z03823FL0000012_7008_70Z03823DL0000001_7008,12/13/2022,70Z038
70Z03823FL0000014,12/21/2022,GENERAL ELECTRIC COMPANY,345000,"OVERHAUL/REPAIR OF CT7 ENGINE, MODULE AND COMPONENTS USED ON THE HC-144 AIRCRAFT.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,12/21/2022,6/23/2023,7/17/2024,CONT_AWD_70Z03823FL0000014_7008_70Z03823DL0000001_7008,12/21/2022,70Z038
70Z03823FN0000024,8/16/2023,GE AVIATION SYSTEMS LLC,206564.56,PURCHASE OF SPARES FOR HC-27J AIRCRAFT.,70Z03823QW0000160,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,8/16/2023,3/16/2024,6/5/2024,CONT_AWD_70Z03823FN0000024_7008_SPE4A119G0016_9700,8/16/2023,70Z038
70Z03823FR0000024,12/29/2022,GENERAL ELECTRIC COMPANY,287388,OVERHAUL AND MODIFICATION OF GG ROTOR ASSEMBLIES UTILIZED ON THE MH-60T AIRCRAFT.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,12/29/2022,2/20/2023,5/31/2024,CONT_AWD_70Z03823FR0000024_7008_70Z03822DJ0000003_7008,12/29/2022,70Z038
70Z03823FR0000039,2/3/2023,GENERAL ELECTRIC COMPANY,358000,OVERHAUL OF MULTIPLE ENGINE COMPONENTS AND MODULES FOR UTILIZATION ON MH-60T AIRCRAFTS.,70Z03822RJ0000001,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2/3/2023,7/5/2023,5/31/2024,CONT_AWD_70Z03823FR0000039_7008_70Z03823DJ0000003_7008,2/3/2023,70Z038
70Z03823FR0000041,2/3/2023,GENERAL ELECTRIC COMPANY,226942,OVERHAUL OF VARIOUS COMPONENTS UTILIZED ON THE MH-60T AIRCRAFT.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2/3/2023,6/5/2023,5/31/2024,CONT_AWD_70Z03823FR0000041_7008_70Z03822DJ0000003_7008,2/3/2023,70Z038
70Z03823FR0000049,2/14/2023,GENERAL ELECTRIC COMPANY,258643,OVERHAUL OF VARIOUS COMPONENTS UTILIZED ON THE MH-60T AIRCRAFT.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2/14/2023,7/15/2023,5/31/2024,CONT_AWD_70Z03823FR0000049_7008_70Z03822DJ0000003_7008,2/14/2023,70Z038
70Z03823FR0000081,4/13/2023,GENERAL ELECTRIC COMPANY,459796,OVERHAUL OF VARIOUS COMPONENTS UTILIZED ON THE MH-60T AIRCRAFT.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,4/13/2023,8/11/2023,5/31/2024,CONT_AWD_70Z03823FR0000081_7008_70Z03822DJ0000003_7008,4/13/2023,70Z038
70Z03823FR0000100,6/8/2023,GENERAL ELECTRIC COMPANY,365462,OVERHAUL OF VARIOUS COMPONENTS TO BE USED ON USCG MH-60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,6/8/2023,10/9/2023,1/27/2025,CONT_AWD_70Z03823FR0000100_7008_70Z03822DJ0000003_7008,6/8/2023,70Z038
70Z03823FR0000101,6/15/2023,GENERAL ELECTRIC COMPANY,130300,OVERHAUL OF POWER TURBINE MODULES AND VARIOUS COMPONENETS TO BE USED ON USCG MH-60T HELICOPTERS.,70Z03822RJ0000001,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,6/15/2023,11/13/2023,5/31/2024,CONT_AWD_70Z03823FR0000101_7008_70Z03823DJ0000003_7008,6/15/2023,70Z038
70Z03823FR0000141,8/1/2023,GENERAL ELECTRIC COMPANY,324575,OVERHAUL OF VARIOUS COMPONENTS TO BE USED ON USCG MH-60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,8/1/2023,1/9/2024,9/7/2023,CONT_AWD_70Z03823FR0000141_7008_70Z03822DJ0000003_7008,8/1/2023,70Z038
70Z03823FR0000144,8/10/2023,GENERAL ELECTRIC COMPANY,110000,OVERHAUL OF COMPRESSOR/AXIAL TO BE USED ON USCG MH-60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,8/10/2023,12/9/2023,4/26/2024,CONT_AWD_70Z03823FR0000144_7008_70Z03823DJ0000003_7008,8/10/2023,70Z038
70Z03823FR0000146,8/18/2023,GENERAL ELECTRIC COMPANY,345126,OVERHAUL OF VARIOUS COMPONENTS TO BE USED ON USCG MH-60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,8/18/2023,12/18/2023,3/5/2024,CONT_AWD_70Z03823FR0000146_7008_70Z03822DJ0000003_7008,8/18/2023,70Z038
70Z03823FR0000158,9/8/2023,GENERAL ELECTRIC COMPANY,234000,OVERHAUL AND MODIFICATION OF THE COMPRESSOR AXIAL AND POWER TURBINE MODULE THAT WILL BE USED ON USCG MH60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/8/2023,2/6/2024,9/8/2023,CONT_AWD_70Z03823FR0000158_7008_70Z03823DJ0000003_7008,9/8/2023,70Z038
70Z03823FR0000162,9/8/2023,GENERAL ELECTRIC COMPANY,753033.1,"OVERHAUL AND MODIFICATION OF THE GG ROTOR ASSEMBLY, GEARBOX, COLD SECTION MODULE AND NOZZLE, TURBINE NONA THAT WILL BE USED ON USCG MH60T HELICOPTERS.",70Z03822RJ0000001,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/8/2023,2/6/2024,2/21/2024,CONT_AWD_70Z03823FR0000162_7008_70Z03822DJ0000003_7008,9/8/2023,70Z038
70Z03823FR0000165,9/11/2023,GENERAL ELECTRIC COMPANY,324581.92,"OVERHAUL OF MULTIPLE COMBUSTION CHAMBERS, AS WELL AS OVERHAUL AND MODIFICATION OF THE COLD SECTION MODULE TO BE USED ON USCG MH-60T HELICOPTERS.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/11/2023,1/10/2024,3/7/2024,CONT_AWD_70Z03823FR0000165_7008_70Z03822DJ0000003_7008,9/11/2023,70Z038
70Z03823FR0000169,9/12/2023,GENERAL ELECTRIC COMPANY,755111.95,OVERHAUL AND MODIFICATION OF MULTIPLE CG ROTOR ASSEMBLIES TO BE USED ON USCG MH-60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/12/2023,2/12/2024,9/12/2023,CONT_AWD_70Z03823FR0000169_7008_70Z03822DJ0000003_7008,9/12/2023,70Z038
70Z03823FR0000171,9/13/2023,GENERAL ELECTRIC COMPANY,592000,OVERHAUL AND MODIFICATION OF MULIPLE POWER TURBINE MODULES AND OVERHAUL OF MULTIPLE COMPRESSOR AXIAL G THAT WILL BE USED ON USCG MH60T HELICOPTERS.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,9/13/2023,2/13/2024,9/13/2023,CONT_AWD_70Z03823FR0000171_7008_70Z03823DJ0000003_7008,9/13/2023,70Z038
70Z03823PC0000105,2/9/2023,"ALLCLEAR REPAIR SERVICES, INC.",1500,"REPAIR OF TANK, LUBRICATING OIL PN:362511-95 FOR LONG RANGE SURVEILLANCE AIRCRAFT.",70Z03823QH0000059,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,2/9/2023,4/20/2023,5/31/2024,CONT_AWD_70Z03823PC0000105_7008_-NONE-_-NONE-,2/9/2023,70Z038
70Z03823PC0000129,3/10/2023,MHD-ROCKLAND INC.,12800,"PURCHASE OF CONE, EXHAUST AIRCRAFT FOR LONG RANGE SURVEILLANCE AIRCRAFT.",70Z03823PC0000065,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,5,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,AVIATION LOGISTICS CENTER (ALS),"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,3/10/2023,6/5/2024,5/31/2024,CONT_AWD_70Z03823PC0000129_7008_-NONE-_-NONE-,3/10/2023,70Z038
FA442723P0066,7/10/2023,KENNON PRODUCTS INC,33700,ENGINE INLET COVERS W/LOGO,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,860 AMXS RA,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,PURCHASE ORDER,7/10/2023,8/15/2023,3/20/2024,CONT_AWD_FA442723P0066_9700_-NONE-_-NONE-,7/10/2023,FA4427
FA462123P0001,1/19/2023,HONEYWELL INTERNATIONAL INC.,31179.92,KC46 BRAKE ASSEMBLY EQUIPMENT,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,ACCTG DISB STA NR 503000,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Air Force,PURCHASE ORDER,11/28/2022,5/31/2023,1/27/2023,CONT_AWD_FA462123P0001_9700_-NONE-_-NONE-,1/19/2023,FA4621
FA812123C0003,11/2/2022,"FLIGHT SUPPORT, INC.",240610.5,"REMANUFACTURE OF TF 33 3RD STAGE LOW SPEED TURBINE BLADE SETS, NSN: 2840010991805.",FA812123Q0004,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,F3YCAB 848 SCMG GLSC,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,11/2/2022,9/2/2023,12/8/2022,CONT_AWD_FA812123C0003_9700_-NONE-_-NONE-,11/2/2022,FA8121
FA812123C0004,11/16/2022,LIBURDI TURBINE SERVICES INC,224910,REMANUFACTURE OF TF33 3RD STAGE LOW SPEED TURBINE BLADE(S) NSN: 2840004399249,FA812123Q0006,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,F3YCAB 848 SCMG GLSC,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,11/16/2022,11/14/2023,1/31/2023,CONT_AWD_FA812123C0004_9700_-NONE-_-NONE-,11/16/2022,FA8121
FA812123F0003,11/17/2022,RTX CORPORATION,2809347.59,FMS JORDAN F100 ENGINE MODULES REPAIR AND OVERHAUL,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/17/2022,9/30/2026,1/29/2025,CONT_AWD_FA812123F0003_9700_FA812119D0001_9700,11/17/2022,FA8121
FA812123F0004,11/22/2022,RTX CORPORATION,46073.01,"NEW MANUFACTURE, DUCT, TURBINE, ACFT NSN: 2840-01-620-8367NZ",,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YTBK 948 SCMG 430 SCMS GUIB,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS","332722 BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",Department of Defense,Department of the Air Force,DELIVERY ORDER,11/22/2022,7/30/2024,11/22/2022,CONT_AWD_FA812123F0004_9700_SPE4AX16D9476_9700,11/22/2022,FA8121
FA812123F0006,10/31/2022,RTX CORPORATION,1095816.53,REMANUFACTURE F100-PW220 AUGMENTOR MODULE SCHEDULED UPGRADE   S/N: A011629,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,10/31/2022,8/14/2025,8/21/2024,CONT_AWD_FA812123F0006_9700_FA812119D0005_9700,10/31/2022,FA8121
FA812123F0007,11/3/2022,RTX CORPORATION,1130380.88,REMANUFACTURE OF THE F100-PW-220/229 ENGINE MODULES,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/3/2022,8/14/2025,8/21/2024,CONT_AWD_FA812123F0007_9700_FA812119D0005_9700,11/3/2022,FA8121
FA812123F0008,11/9/2022,RTX CORPORATION,1086091.83,REMANUFACTURE OF F100-PW-220/229 AUGMENTOR MODULES,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/9/2022,8/14/2024,7/3/2024,CONT_AWD_FA812123F0008_9700_FA812119D0005_9700,11/9/2022,FA8121
FA812123F0009,11/9/2022,RTX CORPORATION,1144146.03,REMANUFACTURE OF F100-PW-220/229 ENGINE MODULES,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/9/2022,8/14/2025,9/4/2024,CONT_AWD_FA812123F0009_9700_FA812119D0005_9700,11/9/2022,FA8121
FA812123F0011,11/9/2022,RTX CORPORATION,2312383.85,REMANUFACTURE F100-PW-220 CORE MODULE: SCHEDULE MAINTENANCE,FA812116R0012,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/9/2022,8/14/2025,5/22/2024,CONT_AWD_FA812123F0011_9700_FA812119D0005_9700,11/9/2022,FA8121
FA812123F0012,11/9/2022,RTX CORPORATION,1054979.29,REMANUFACTURE PW220 AUGMENTOR MODULE SCHEDULED 2K TO 4K UPGRADE,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/9/2022,8/14/2024,6/21/2024,CONT_AWD_FA812123F0012_9700_FA812119D0005_9700,11/9/2022,FA8121
FA812123F0013,11/17/2022,RTX CORPORATION,954135.52,REMANUFACTURE F100-200 INLET FAN MAODULE SCHEDULE MAINTENANCE S/N:F010736,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F3YCBL OC ALC LPIE,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,11/17/2022,8/14/2026,3/10/2025,CONT_AWD_FA812123F0013_9700_FA812119D0005_9700,11/17/2022,FA8121
