Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
SPE4A123F0952,8/23/2023,RTX CORPORATION,41428.53,"8510095969!PLUG ASSEMBLY,BORES",SPE4A123T2758,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,8/23/2023,3/20/2025,8/23/2023,CONT_AWD_SPE4A123F0952_9700_SPE4A121G0001_9700,8/23/2023,SPE4A1
SPE4A123F0962,8/25/2023,RTX CORPORATION,332213.7,"8510102064!RETAINER,COMPRESSOR",SPE4A123T1770,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,8/25/2023,3/26/2026,8/19/2024,CONT_AWD_SPE4A123F0962_9700_SPE4A121G0001_9700,8/25/2023,SPE4A1
SPE4A123F1015,9/3/2023,"AERO INTERNATIONAL, LLC",5943.12,"8510121673!ADAPTER,STARTER DRI",SPE4A123T2092,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,9/3/2023,12/4/2023,3/8/2024,CONT_AWD_SPE4A123F1015_9700_SPE4A119G0017_9700,9/3/2023,SPE4A1
SPE4A123F1055,9/19/2023,RTX CORPORATION,44181.14,"8510137901!NOZZLE,LUBRICATING,",,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,9/19/2023,4/1/2025,11/15/2023,CONT_AWD_SPE4A123F1055_9700_SPE4A121G0001_9700,9/19/2023,SPE4A1
SPE4A123P0115,10/24/2022,"BOEING DISTRIBUTION SERVICES X, INC.",2758.36,"8509484230!TUBE,SPECIAL",SPE4A123T0216,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,10/24/2022,1/9/2023,5/27/2023,CONT_AWD_SPE4A123P0115_9700_-NONE-_-NONE-,10/24/2022,SPE4A1
SPE4A123P0226,11/18/2022,S3 AERODEFENSE LLC,32011.3,"8509538031!VANE ASSEMBLY,COMPR",SPE4A122T3495,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,8,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/18/2022,11/3/2023,11/29/2022,CONT_AWD_SPE4A123P0226_9700_-NONE-_-NONE-,11/18/2022,SPE4A1
SPE4A123P0563,2/5/2023,VERTICAL SOLUTIONS INC,339.96,"8509682014!STRAINER ASSY,OIL",SPE4A123T0082,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/5/2023,3/7/2023,3/18/2023,CONT_AWD_SPE4A123P0563_9700_-NONE-_-NONE-,2/5/2023,SPE4A1
SPE4A123P0770,3/10/2023,NORCATEC LLC,12705,"8509756257!VANE,FAN,AIRCRAFT G",SPE4A523T9757,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/10/2023,11/15/2023,3/10/2023,CONT_AWD_SPE4A123P0770_9700_-NONE-_-NONE-,3/10/2023,SPE4A1
SPE4A123P1126,5/18/2023,"PACIFIC SKY SUPPLY, INC.",5400,8509898992!SPACER,SPE4A723T236Z,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,7,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,5/18/2023,11/6/2023,9/24/2023,CONT_AWD_SPE4A123P1126_9700_-NONE-_-NONE-,5/18/2023,SPE4A1
SPE4A123P1216,6/7/2023,"SHERWOOD AVIONICS AND ACCESSORIES, INC.",18993,"8509939907!HOUSING ASSEMBLY,VA",SPE4A123T1828,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,6/7/2023,12/11/2023,8/9/2025,CONT_AWD_SPE4A123P1216_9700_-NONE-_-NONE-,6/7/2023,SPE4A1
SPE4A123P1501,8/14/2023,"DIXIE AIR PARTS SUPPLY, INC.",750,8510072188!ARM ASSEMBLY,SPE4A523T050Q,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,8/14/2023,9/13/2023,9/23/2023,CONT_AWD_SPE4A123P1501_9700_-NONE-_-NONE-,8/14/2023,SPE4A1
SPE4A123V0299,4/26/2023,"AVIATION PROCUREMENT SYSTEMS, LLC",14880,"8509858508!VANE,FAN,AIRCRAFT G",SPE4A523T147A,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,4/26/2023,3/1/2024,5/25/2024,CONT_AWD_SPE4A123V0299_9700_-NONE-_-NONE-,4/26/2023,SPE4A1
SPE4A123V0365,6/29/2023,KAMPI COMPONENTS CO INC,13569,"8509986011!HUB,COMPRESSOR,AIRC",SPE4A123T2387,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,6/29/2023,9/18/2023,7/13/2023,CONT_AWD_SPE4A123V0365_9700_-NONE-_-NONE-,6/29/2023,SPE4A1
SPE4A123V0435,9/13/2023,PCX INC,106.61,"8510142161!PLATE,JOINT RETAINI",SPE4A123T2994,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,9/13/2023,10/23/2023,12/15/2023,CONT_AWD_SPE4A123V0435_9700_-NONE-_-NONE-,9/13/2023,SPE4A1
SPE4A123V0439,9/18/2023,PCX INC,14322.7,"8510153932!HUB,COMPRESSOR,AIRC",SPE4A123T3001,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,9/18/2023,1/11/2024,1/27/2024,CONT_AWD_SPE4A123V0439_9700_-NONE-_-NONE-,9/18/2023,SPE4A1
SPE4A223F0488,10/25/2022,THE BOEING COMPANY,28752.8,"8509486890!STIFFENER,HEATSHIEL",,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332510 HARDWARE MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,10/25/2022,3/29/2024,3/30/2024,CONT_AWD_SPE4A223F0488_9700_SPE4AX19D9413_9700,10/25/2022,SPE4A2
SPE4A223F1412,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,8079,"8509537472!PARTS KIT,VG LINKAGE ASSY (EN",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1412_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1414,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,8079,"8509537477!PARTS KIT,VG LINKAGE ASSY (EN",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1414_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1415,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,8079,"8509537478!PARTS KIT,VG LINKAGE ASSY (EN",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1415_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1416,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,8079,"8509537550!PARTS KIT,VG LINKAGE ASSY (EN",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1416_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1418,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,3779.48,8509537557!LAU-127 KIT 2,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1418_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1420,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,7903.15,8509537559!KIT ENGINE FINAL TF34AF,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1420_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1421,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,3379.7,"8509537631!KIT,HPC ROTOR BUILD UP TF34",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1421_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F1422,11/18/2022,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,3379.7,"8509537635!KIT,HPC ROTOR BUILD UP TF34",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,11/18/2022,3/20/2023,4/1/2023,CONT_AWD_SPE4A223F1422_9700_SPE5EY15D0517_9700,11/18/2022,SPE4A2
SPE4A223F2631,1/12/2023,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1203.85,"8509637604!PARTS KIT,LUBE SCAVENGE PUMP",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,1/12/2023,5/12/2023,1/13/2023,CONT_AWD_SPE4A223F2631_9700_SPE5EY15D0517_9700,1/12/2023,SPE4A2
SPE4A223F2632,1/12/2023,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1203.85,"8509637608!PARTS KIT,LUBE SCAVENGE PUMP",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",488190 OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,1/12/2023,5/12/2023,1/13/2023,CONT_AWD_SPE4A223F2632_9700_SPE5EY15D0517_9700,1/12/2023,SPE4A2
SPE4A223F4210,3/16/2023,THE BOEING COMPANY,4705.26,"8509769371!SHROUD SEGMENT,TURB",,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,3/16/2023,7/31/2025,4/6/2023,CONT_AWD_SPE4A223F4210_9700_SPE4A122G0006_9700,3/16/2023,SPE4A2
SPE4A223F5314,5/26/2023,"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.",18733.65,8509870537!ENGINEERING,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",541330 ENGINEERING SERVICES,Department of Defense,Defense Logistics Agency,BPA CALL,5/26/2023,12/15/2025,3/18/2025,CONT_AWD_SPE4A223F5314_9700_SPE4A223A0002_9700,5/26/2023,SPE4A2
SPE4A423F0233,3/16/2023,EATON CORPORATION,28725.12,"8509766237!SEAL,AIR,AIRCRAFT G",,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,3/16/2023,7/14/2023,6/7/2023,CONT_AWD_SPE4A423F0233_9700_SPE4A220D0013_9700,3/16/2023,SPE4A4
SPE4A423F0317,5/23/2023,ROLLS-ROYCE PLC,2925.69,"8509911310!FILTER ASSEMBLY,SPE",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,5/23/2023,1/30/2024,11/3/2023,CONT_AWD_SPE4A423F0317_9700_SPE4AX19DR003_9700,5/23/2023,SPE4A4
SPE4A423F0343,6/12/2023,ROLLS-ROYCE PLC,0,"8509947279!HOUSING,BEARING",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/12/2023,4/15/2024,3/15/2024,CONT_AWD_SPE4A423F0343_9700_SPE4AX19DR003_9700,6/12/2023,SPE4A4
SPE4A423F0347,6/12/2023,ROLLS-ROYCE PLC,66745.31,"8509947442!SHAFT COUPLING,SPEC",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/12/2023,3/13/2025,3/11/2024,CONT_AWD_SPE4A423F0347_9700_SPE4AX19DR003_9700,6/12/2023,SPE4A4
SPE4A423F0354,6/12/2023,ROLLS-ROYCE PLC,0,"8509947472!PROTECTOR,ASSEMBLY",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/12/2023,9/4/2024,11/3/2023,CONT_AWD_SPE4A423F0354_9700_SPE4AX19DR003_9700,6/12/2023,SPE4A4
SPE4A423F0355,6/12/2023,ROLLS-ROYCE PLC,75754.04,8509947428!COUPLING CLAMP ASSE,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/12/2023,4/29/2024,1/10/2024,CONT_AWD_SPE4A423F0355_9700_SPE4AX19DR003_9700,6/12/2023,SPE4A4
SPE4A423F0356,6/12/2023,ROLLS-ROYCE PLC,0,"8509947492!CLAMP ASSEMBLY,RIM",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/12/2023,12/3/2024,11/3/2023,CONT_AWD_SPE4A423F0356_9700_SPE4AX19DR003_9700,6/12/2023,SPE4A4
SPE4A423F0363,6/12/2023,ROLLS-ROYCE PLC,34969.46,8509947867!CLAMP,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336411 AIRCRAFT MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/12/2023,10/30/2024,1/5/2024,CONT_AWD_SPE4A423F0363_9700_SPE4A517DP002_9700,6/12/2023,SPE4A4
SPE4A423F0367,6/13/2023,ROLLS-ROYCE PLC,0,8509950409!COUPLING CLAMP CO,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,12/4/2024,11/3/2023,CONT_AWD_SPE4A423F0367_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0370,6/13/2023,ROLLS-ROYCE PLC,30302.03,8509950317!COLLAR PIN,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,6/30/2024,6/28/2024,CONT_AWD_SPE4A423F0370_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0371,6/13/2023,ROLLS-ROYCE PLC,12665.06,8509950463!WASHER,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,2/13/2024,6/16/2024,CONT_AWD_SPE4A423F0371_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0383,6/13/2023,ROLLS-ROYCE PLC,64338.38,"8509950636!RETAINER,BLADE,LOCK",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,12/11/2023,11/3/2023,CONT_AWD_SPE4A423F0383_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0391,6/13/2023,ROLLS-ROYCE PLC,2315.07,"8509950829!RETAINER,BLADE,LOCK",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,2/20/2024,3/15/2024,CONT_AWD_SPE4A423F0391_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0392,6/13/2023,ROLLS-ROYCE PLC,4307.53,8509950748!COLLET,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,5/31/2024,11/3/2023,CONT_AWD_SPE4A423F0392_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0393,6/13/2023,ROLLS-ROYCE PLC,3816.99,8509950918!COLLAR PIN,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,11/20/2023,5/5/2024,CONT_AWD_SPE4A423F0393_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
SPE4A423F0395,6/13/2023,ROLLS-ROYCE PLC,11440.29,"8509950984!BLANK,FUEL COOLED O",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",332996 FABRICATED PIPE AND PIPE FITTING MANUFACTURING,Department of Defense,Defense Logistics Agency,DELIVERY ORDER,6/13/2023,1/8/2025,1/23/2024,CONT_AWD_SPE4A423F0395_9700_SPE4AX19DR003_9700,6/13/2023,SPE4A4
