Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
N0001922F2033,2022-09-29,THE BOEING COMPANY,3527651.95,LABOR,854,-208,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-30,2025-01-31,2025-05-16,CONT_AWD_N0001922F2033_9700_N0001921G0006_9700,2022-09-29,N00019
N0001922F2364,2022-04-07,MISSION SYSTEMS DAVENPORT INC.,100441.22,THIS WORK INCLUDES TESTING AND ANALYSIS TO ASSESS THE IMPACT OF MODIFYING THE DIAMETERS ON DRAINAGE HOLES IN ORDER TO DETERMINE IF SUCH MODIFICATIONS SUCCESSFULLY MITIGATE MOISTURE TRAPPED WITHIN THE FILTER HOUSING.,355,-883,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-07,2023-03-28,2024-02-15,CONT_AWD_N0001922F2364_9700_N0038320GWR01_9700,2022-04-07,N00019
N0001922F2510,2022-09-19,THE BOEING COMPANY,1976787.0,OUTER MOLD LINE (OML) CHANGE ASSESSMENT,803,-270,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-19,2024-11-30,2024-03-06,CONT_AWD_N0001922F2510_9700_N0001921G0006_9700,2022-09-19,N00019
N0001922F2616,2022-08-01,DEVAL LIFE CYCLE SUPPORT LLC,7295067.7,"INSPECT, REPAIR, UPGRADE, AND OVERHAUL OF BRU-32B/A BOMB RACK IN READY FOR USE (RFU)",940,-182,Ended,N6833519R0097,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS INCENTIVE FEE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-08-01,2025-02-26,2024-04-15,CONT_AWD_N0001922F2616_9700_N6833520G1052_9700,2022-08-01,N00019
N0016422FJ046,2022-02-09,"SIERRA NEVADA COMPANY, LLC",109902.0,PMR AND OTHER SUPPORT,416,-880,Ended,N0016418RJ042,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,F2VUB2 USOCOM SOF ATL FW INTSTRIKE,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Air Force,DELIVERY ORDER,2022-02-08,2023-03-31,2022-03-21,CONT_AWD_N0016422FJ046_9700_N0016419DJQ42_9700,2022-02-09,N00164
N0016422FJ087,2022-09-30,LOCKHEED MARTIN CORPORATION,11886710.68,CONTRACTOR SUSTAINMENT SERVICES IN SUPPORT OF TARGET SIGHT SYSTEM,1189,126,>60,N0016420RJQ96,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,"334511 SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2022-09-29,2025-12-31,2025-04-09,CONT_AWD_N0016422FJ087_9700_N0016420GJQ96_9700,2022-09-30,N00164
N0016422FJ189,2022-09-28,"SIERRA NEVADA COMPANY, LLC",531093.2,REACH BACK SUPPORT YEAR 1,-1095,-331,Ended,,ONLY ONE SOURCE,NOT COMPETED,1,FIXED PRICE LEVEL OF EFFORT,NO SET ASIDE USED.,WASHINGTON HEADQUARTERS SERVICES,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Washington Headquarters Services,DELIVERY ORDER,2027-09-30,2024-09-30,2024-02-08,CONT_AWD_N0016422FJ189_9700_N0016422GJQ08_9700,2022-09-28,N00164
N6833522C0491,2022-08-01,DEVAL LIFE CYCLE SUPPORT LLC,0.0,"BRU-32 INSPECTION, REPAIR, UPGRADE, OVERHAUL",549,-573,Ended,N6833522R0116,SEALED BID,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2,COST PLUS INCENTIVE FEE,SMALL BUSINESS SET ASIDE - TOTAL,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,2022-08-01,2024-02-01,2022-09-08,CONT_AWD_N6833522C0491_9700_-NONE-_-NONE-,2022-08-01,N68335
N6893622F0003,2021-10-26,NORTHROP GRUMMAN SYSTEMS CORPORATION,698243.3,LABOR,228,-1172,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-10-27,2022-06-12,2025-04-21,CONT_AWD_N6893622F0003_9700_N6893619D0007_9700,2021-10-26,N68936
N6893622F0010,2021-10-27,RAYTHEON COMPANY,1140005.94,SOFTWARE SUPPORT FOR THE ALR-67(V)3 G4 SYSTEMS,397,-1003,Ended,N6893617R0019,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-10-27,2022-11-28,2022-10-25,CONT_AWD_N6893622F0010_9700_N6893618D0025_9700,2021-10-27,N68936
N6893622F0017,2021-10-28,NORTHROP GRUMMAN SYSTEMS CORPORATION,4139913.0,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,844,-552,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-10-31,2024-02-22,2024-02-29,CONT_AWD_N6893622F0017_9700_N6893619D0007_9700,2021-10-28,N68936
N6893622F0018,2021-10-28,RAYTHEON COMPANY,270070.32,AN/ALR-69A SYSTEM ENGINEERING & TRAINING SUPPORT,546,-849,Ended,N6893617R0019,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-11-01,2023-05-01,2022-12-20,CONT_AWD_N6893622F0018_9700_N6893618D0025_9700,2021-10-28,N68936
N6893622F0027,2021-10-26,DCS CORPORATION,6707424.02,AV8B & T45,637,-758,Ended,N6893614R0108,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336411 AIRCRAFT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-11-01,2023-07-31,2024-12-17,CONT_AWD_N6893622F0027_9700_N6893618D0006_9700,2021-10-26,N68936
N6893622F0053,2021-12-08,RAYTHEON COMPANY,3560612.53,F/A-18/EA-18G SENSOR SYSTEMS SUPPORT,343,-1015,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-12-08,2022-11-16,2024-09-28,CONT_AWD_N6893622F0053_9700_N6893619D0001_9700,2021-12-08,N68936
N6893622F0058,2021-11-19,NORTHROP GRUMMAN SYSTEMS CORPORATION,6417562.0,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,817,-552,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-11-27,2024-02-22,2024-02-29,CONT_AWD_N6893622F0058_9700_N6893619D0007_9700,2021-11-19,N68936
N6893622F0060,2021-11-30,RAYTHEON COMPANY,3050869.47,EO14042 - ROYAL CANADIAN AIR FORCE (RCAF) OPERATIONAL FLIGHT PROGRAMS (OFP) CONFIGURED BUILD,849,-516,Ended,N6893617R0019,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-12-01,2024-03-29,2023-12-19,CONT_AWD_N6893622F0060_9700_N6893618D0025_9700,2021-11-30,N68936
N6893622F0088,2021-12-09,NORTHROP GRUMMAN SYSTEMS CORPORATION,6449521.16,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,364,-990,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2021-12-12,2022-12-11,2023-08-09,CONT_AWD_N6893622F0088_9700_N6893619D0007_9700,2021-12-09,N68936
N6893622F0119,2022-01-11,"MERCURY DEFENSE SYSTEMS, INC.",10486.0,TEARDOWN AND EVALUATION (I/J),262,-1062,Ended,N6893612R0095,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,334220 RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-01-11,2022-09-30,2022-08-12,CONT_AWD_N6893622F0119_9700_N6893616D0003_9700,2022-01-11,N68936
N6893622F0120,2022-01-20,NORTHROP GRUMMAN SYSTEMS CORPORATION,3158500.0,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,364,-948,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-01-23,2023-01-22,2023-01-18,CONT_AWD_N6893622F0120_9700_N6893619D0007_9700,2022-01-20,N68936
N6893622F0126,2022-01-20,NORTHROP GRUMMAN SYSTEMS CORPORATION,3744523.0,ENGINEERING SERVICES,364,-944,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-01-27,2023-01-26,2022-12-16,CONT_AWD_N6893622F0126_9700_N6893619D0007_9700,2022-01-20,N68936
N6893622F0151,2022-02-02,NORTHROP GRUMMAN SYSTEMS CORPORATION,2329000.0,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,747,-552,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-02-05,2024-02-22,2024-02-29,CONT_AWD_N6893622F0151_9700_N6893619D0007_9700,2022-02-02,N68936
N6893622F0161,2022-02-01,"MERCURY DEFENSE SYSTEMS, INC.",14992.51,REPAIR SERVICES (I/J),255,-1048,Ended,N6893612R0095,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,334220 RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-02-01,2022-10-14,2022-07-29,CONT_AWD_N6893622F0161_9700_N6893616D0003_9700,2022-02-01,N68936
N6893622F0174,2022-02-17,RAYTHEON COMPANY,179155.81,F/A-18/EA-18G SENSOR SYSTEMS SUPPORT MULTI-MODULE RE-DESIGN (MMR-B) STUDY TASK ORDER,228,-1062,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-02-14,2022-09-30,2024-09-28,CONT_AWD_N6893622F0174_9700_N6893619D0001_9700,2022-02-17,N68936
N6893622F0186,2022-03-16,NORTHROP GRUMMAN SYSTEMS CORPORATION,2249295.0,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,364,-896,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-03-16,2023-03-15,2022-03-16,CONT_AWD_N6893622F0186_9700_N6893619D0007_9700,2022-03-16,N68936
N6893622F0209,2022-03-17,RAYTHEON COMPANY,8910839.01,F/A-18/EA-18G SENSOR SYSTEMS SUPPORT BIT SAR II TASK ORDER,364,-880,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-01,2023-03-31,2024-07-05,CONT_AWD_N6893622F0209_9700_N6893619D0001_9700,2022-03-17,N68936
N6893622F0214,2022-04-14,RAYTHEON COMPANY,2985786.38,"F/A-18/EA-18G SENSOR SYSTEM SUPPORT, HGESM IMPROVEMENTS TASK ORDER",385,-863,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-03-28,2023-04-17,2024-09-28,CONT_AWD_N6893622F0214_9700_N6893619D0001_9700,2022-04-14,N68936
N6893622F0229,2022-03-11,NORTHROP GRUMMAN SYSTEMS CORPORATION,1389333.74,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,364,-898,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-03-14,2023-03-13,2023-08-09,CONT_AWD_N6893622F0229_9700_N6893619D0007_9700,2022-03-11,N68936
N6893622F0235,2022-03-22,RAYTHEON COMPANY,1524962.9,F/A-18/EA-18G SENSOR SYSTEM SUPPORT RADAR SYSTEM PRECISION TARGETING (P2T) SUPPORT,196,-697,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2023-03-18,2023-09-30,2024-05-28,CONT_AWD_N6893622F0235_9700_N6893619D0001_9700,2022-03-22,N68936
N6893622F0278,2022-05-19,RAYTHEON COMPANY,296640.08,F/A-18/EA-18G SENSOR SYSTEMS SUPPORT ROYAL CANADIAN AIR FORCE (RCAF) V4 LOADER TASK ORDER,414,-820,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-11,2023-05-30,2024-09-28,CONT_AWD_N6893622F0278_9700_N6893619D0001_9700,2022-05-19,N68936
N6893622F0286,2022-03-30,NORTHROP GRUMMAN SYSTEMS CORPORATION,1088304.0,LABOR,364,-878,Ended,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-03,2023-04-02,2023-01-18,CONT_AWD_N6893622F0286_9700_N6893619D0007_9700,2022-03-30,N68936
N6893622F0287,2022-06-08,RAYTHEON COMPANY,4999956.37,F/A-18/EA18G SENSOR SYSTEM SUPPORT RECEIVER PERFORMANCE STUDY TASK ORDER,536,-697,Ended,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2022-04-12,2023-09-30,2024-05-28,CONT_AWD_N6893622F0287_9700_N6893619D0001_9700,2022-06-08,N68936
