Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
140P9724P0083,2024-09-16,"GFS SUPPLY & SERVICES COMPANY, INC.",63999.0,BELA/QUARTZ CREEK PORTABLE FUEL TANK,227,-118,Ended,140P9724Q0085,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,ALASKA REGIONAL OFFICE(97000),1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,237120 OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION,Department of the Interior,National Park Service,PURCHASE ORDER,2024-09-16,2025-05-01,2024-09-16,CONT_AWD_140P9724P0083_1443_-NONE-_-NONE-,2024-09-16,140P97
15DDHQ24F00000393,2024-05-15,APC EQUIPMENT & MANUFACTURING INC,98640.0,ACS PROGRAM WITHIN THE STATE OF MISSOURI IS PURCHASING 8 DUAL AXLE ENCLOSED TRAILERS TO 8 SEPARATE DELIVERY LOCATIONS.  FIRM FIXED PRICE,364,-106,Ended,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-05-14,2025-05-13,2024-08-29,CONT_AWD_15DDHQ24F00000393_1524_15DDHQ21A00000004_1524,2024-05-15,15DDHQ
15DDHQ24F00000719,2024-07-29,APC EQUIPMENT & MANUFACTURING INC,45828.0,ACS TRAILERS FOR THE STATE OF MISSISSIPPI'S ILLICIT HAZARDOUS ENVIRONMENTAL CLEANUPS. DELIVERY LOCATION(S) AND SITE POC(S) ARE LISTED ON THE ATTACHED SPREADSHEET.  FIRM FIXED PRICE,364,-28,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-07-31,2025-07-30,2025-02-14,CONT_AWD_15DDHQ24F00000719_1524_15DDHQ21A00000004_1524,2024-07-29,15DDHQ
15DDHQ24F00000720,2024-07-29,APC EQUIPMENT & MANUFACTURING INC,12330.0,ACS TRAILERS FOR THE STATE OF GEORGIA'S ILLICIT HAZARDOUS ENVIRONMENTAL CLEANUPS. DELIVERY LOCATION(S) AND SITE POC(S) ARE LISTED ON THE ATTACHED SPREADSHEET.  FIRM FIXED PRICE,364,-28,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-07-31,2025-07-30,2025-02-14,CONT_AWD_15DDHQ24F00000720_1524_15DDHQ21A00000004_1524,2024-07-29,15DDHQ
15DDHQ24F00000745,2024-08-02,APC EQUIPMENT & MANUFACTURING INC,12330.0,ACS TRAILERS FOR THE STATE OF GEORGIA'S ILLICIT HAZARDOUS ENVIRONMENTAL CLEANUPS. DELIVERY LOCATION(S) AND SITE POC(S) ARE LISTED ON THE ATTACHED SPREADSHEET.   FIRM FIXED PRICE,364,-22,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-08-06,2025-08-05,2024-08-05,CONT_AWD_15DDHQ24F00000745_1524_15DDHQ21A00000004_1524,2024-08-02,15DDHQ
15DDHQ24F00000746,2024-08-02,APC EQUIPMENT & MANUFACTURING INC,98640.0,ACS TRAILERS FOR THE STATE OF ILLINOIS' ILLICIT HAZARDOUS ENVIRONMENTAL CLEANUPS. DELIVERY LOCATION(S) AND SITE POC(S) ARE LISTED ON THE ATTACHED SPREADSHEET.  FIRM FIXED PRICE,364,-22,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-08-06,2025-08-05,2024-08-05,CONT_AWD_15DDHQ24F00000746_1524_15DDHQ21A00000004_1524,2024-08-02,15DDHQ
15DDHQ24F00000748,2024-08-02,APC EQUIPMENT & MANUFACTURING INC,12330.0,ACS TRAILERS FOR THE STATE OF VIRGINIA'S ILLICIT HAZARDOUS ENVIRONMENTAL CLEANUPS. DELIVERY LOCATION(S) AND SITE POC(S) ARE LISTED ON THE ATTACHED SPREADSHEET.  FIRM FIXED PRICE,364,-22,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-08-06,2025-08-05,2024-08-05,CONT_AWD_15DDHQ24F00000748_1524_15DDHQ21A00000004_1524,2024-08-02,15DDHQ
15DDHQ24F00000750,2024-08-02,APC EQUIPMENT & MANUFACTURING INC,11166.0,ACS TRAILERS FOR THE STATE OF OKLAHOMA'S ILLICIT HAZARDOUS ENVIRONMENTAL CLEANUPS. DELIVERY LOCATION(S) AND SITE POC(S) ARE LISTED ON THE ATTACHED SPREADSHEET.   FIRM FIXED PRICE,364,-22,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,OFFICE OF ADMINISTRATION,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Justice,Drug Enforcement Administration,BPA CALL,2024-08-06,2025-08-05,2024-08-05,CONT_AWD_15DDHQ24F00000750_1524_15DDHQ21A00000004_1524,2024-08-02,15DDHQ
47QSWC24F0138,2024-09-17,"BEAM DISTRIBUTING, INC.",21421086.33,NAVAIR INDOPACOM AIRFIELD OPERATIONS,500,157,>60,47QSWC24Q0071,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,NAVAL AIR SYSTEMS COMMAND,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"337215 SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",Department of Defense,Department of the Navy,DELIVERY ORDER,2024-09-18,2026-01-31,2025-05-13,CONT_AWD_47QSWC24F0138_4732_GS07F256AA_4732,2024-09-17,47QSWC
697DCK24P00104,2024-09-16,HUGG AND HALL EQUIPMENT COMPANY,54680.0,"PURCHASE OF 1 JLG T500 ELECTRIC TOWABLE BOOM LLIFT WITH ADDITIONAL 500 LBS MATERIAL LIFT HOOK KIT FOR THE MEMPHIS, TN SSC.",730,385,>60,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,NO SET ASIDE USED.,697DCK REGIONAL ACQUISITIONS SVCS,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,423830 INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2024-09-16,2026-09-16,2024-09-16,CONT_AWD_697DCK24P00104_6920_-NONE-_-NONE-,2024-09-16,697DCK
70US0924P70092048,2024-08-21,"RBS AUTO SALES, LLC",48740.0,HEAVY DUTY MOBILE TRAILERS,8,-364,Ended,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,U. S. SECRET SERVICE,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336212 TRUCK TRAILER MANUFACTURING,Department of Homeland Security,U.S. Secret Service,PURCHASE ORDER,2024-08-20,2024-08-28,2024-08-21,CONT_AWD_70US0924P70092048_7009_-NONE-_-NONE-,2024-08-21,70US09
70Z03824PD0000049,2024-07-25,"AIRBUS DS MILITARY AIRCRAFT, INC.",237773.51,PURCHASE ENGINE DOLLY FOR ENGINE REMOVAL AND INSTALLATION OF THE U.S. COAST GUARD'S HC-144 AIRCRAFT.,288,-110,Ended,70Z03824QE0000053,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,2024-07-25,2025-05-09,2024-07-25,CONT_AWD_70Z03824PD0000049_7008_-NONE-_-NONE-,2024-07-25,70Z038
70Z03824PR0000243,2024-01-29,MOTOTOK AMERICA LLC,345339.0,PURCHASE OF THE MOTOTOK TWIN LB 750 WILL BE EVALUATED BY THE DEPARTMENT OF THE NAVY FOR USE ON USCG CUTTERS.,366,-210,Ended,70Z03824QJ0000101,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,2024-01-29,2025-01-29,2024-12-10,CONT_AWD_70Z03824PR0000243_7008_-NONE-_-NONE-,2024-01-29,70Z038
70Z03824PR0000487,2024-05-30,IRON-LIFT LLC,39893.46,PURCHASE OF GROUND HANDLING TRAILERS TO BE USED BY USCG GROUND SUPPORT.,215,-239,Ended,70Z03824QJ0000311,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,5,FIRM FIXED PRICE,WOMEN OWNED SMALL BUSINESS,AVIATION LOGISTICS CENTER (ALS),1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,2024-05-30,2024-12-31,2024-05-30,CONT_AWD_70Z03824PR0000487_7008_-NONE-_-NONE-,2024-05-30,70Z038
70Z03824PR0000499,2024-06-06,MOTOTOK AMERICA LLC,1404875.0,PURCHASE OF THE MOTOTOK TWIN LB 750 WILL BE USED ON USCG CUTTERS TO TRAVERSE THE MH60T.,431,-16,Ended,70Z03824QJ0000270,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,AVIATION LOGISTICS CENTER (ALS),1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,2024-06-06,2025-08-11,2024-06-06,CONT_AWD_70Z03824PR0000499_7008_-NONE-_-NONE-,2024-06-06,70Z038
80NSSC24PA489,2024-02-01,TLD AMERICA CORPORATION,95662.0,TLD TMX-50-4 AIRCRAFT TRACTOR (TUG),272,-301,Ended,80NSSC24860606Q,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NASA SHARED SERVICES CENTER,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,2024-02-01,2024-10-30,2024-12-10,CONT_AWD_80NSSC24PA489_8000_-NONE-_-NONE-,2024-02-01,80NSSC
FA462124P0040,2024-08-02,"AVIATE ENTERPRISES, INC.",67675.42,PKA - AGE TOW TRACTOR - 22 MXS,61,-330,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,10,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,F2Z295 22 MXG RA,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Air Force,PURCHASE ORDER,2024-08-01,2024-10-01,2025-01-24,CONT_AWD_FA462124P0040_9700_-NONE-_-NONE-,2024-08-02,FA4621
FA557524F0010,2024-06-27,PARTSMASTER INC,32998.41,MOTREC MT 440 TOW TRACTOR FOR 725 AMS,112,-314,Ended,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,,F3NT38 521 AMOG FM,1740 AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,"333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Defense,Department of the Air Force,DELIVERY ORDER,2024-06-27,2024-10-17,2025-06-11,CONT_AWD_FA557524F0010_9700_47QMCA24D000Q_4732,2024-06-27,FA5575
