Award ID,Award Date,Recipient Name,Awarded$,Award Description,PoP Duration,Days Till End,PoP Status,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
692M1524P00063,2024-07-25,MTS SYSTEMS CORPORATION,158690.0,"MTS SYSTEMS CORPORTATION, LINEAR HYDRAULIC ACTUATOR",247,-158,Ended,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,FAA,"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",333995 FLUID POWER CYLINDER AND ACTUATOR MANUFACTURING,Department of Transportation,Federal Aviation Administration,PURCHASE ORDER,2024-07-25,2025-03-29,2024-07-25,CONT_AWD_692M1524P00063_6920_-NONE-_-NONE-,2024-07-25,692M15
70Z03824FA0000057,2024-01-10,AIRBUS US SPACE & DEFENSE INC,49286.11,DELIVERY ORDER FOR SPARE PARTS FROM CONTRACT 70Z03821DL0000001.,243,-359,Ended,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2024-01-10,2024-09-09,2024-12-02,CONT_AWD_70Z03824FA0000057_7008_70Z03821DL0000001_7008,2024-01-10,70Z038
70Z03824FA0000151,2024-06-24,AIRBUS US SPACE & DEFENSE INC,37898.81,DELIVERY ORDER FOR SPARE PARTS FROM CONTRACT 70Z03821DL0000001.,322,-114,Ended,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2024-06-24,2025-05-12,2024-12-03,CONT_AWD_70Z03824FA0000151_7008_70Z03821DL0000001_7008,2024-06-24,70Z038
70Z03824FF0000036,2023-11-01,"AIRBUS HELICOPTERS, INC.",21773.2,VARIOUS SPARES PROCUREMENT FOR THE MH65 AIRCRAFT.,211,-461,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2023-11-01,2024-05-30,2024-12-19,CONT_AWD_70Z03824FF0000036_7008_70Z03822DB2000005_7008,2023-11-01,70Z038
70Z03824FF0000077,2023-11-17,"AIRBUS HELICOPTERS, INC.",43672.8,"PROCUREMENT OF VARIOUS SPARES FOR USE ON THE MH65 AIRCRAFT. CLASS DETERMINATION FOR NONAVAILABILITY ARTICLES IAW FAR 25.103(B)(1) APPLIES TO THIS ACTION, BAA EXCEPTION MTF IS IN THE FILE.",369,-287,Ended,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2023-11-17,2024-11-20,2023-11-17,CONT_AWD_70Z03824FF0000077_7008_70Z03822DB2000014_7008,2023-11-17,70Z038
70Z03824FF0000114,2023-12-05,"AIRBUS HELICOPTERS, INC.",27914.48,PROCUREMENT OF VARIOUS SPARES USED ON THE MH-65 AIRCRAFT.,423,-215,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2023-12-05,2025-01-31,2023-12-05,CONT_AWD_70Z03824FF0000114_7008_70Z03823DB2000008_7008,2023-12-05,70Z038
70Z03824FF0000161,2023-12-21,"AIRBUS HELICOPTERS, INC.",44292.76,VARIOUS SPARES PROCUREMENT FOR THE MH65 AIRCRAFT.,333,-289,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2023-12-21,2024-11-18,2024-12-19,CONT_AWD_70Z03824FF0000161_7008_70Z03822DB2000005_7008,2023-12-21,70Z038
70Z03824FF0000250,2024-02-05,"AIRBUS HELICOPTERS, INC.",36281.36,VARIOUS SPARES PROCUREMENT FOR THE MH65 AIRCRAFT.,213,-363,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2024-02-05,2024-09-05,2024-12-19,CONT_AWD_70Z03824FF0000250_7008_70Z03822DB2000005_7008,2024-02-05,70Z038
70Z03824FF0000435,2024-05-16,"AIRBUS HELICOPTERS, INC.",17835.3,"PROCUREMENT OF VARIOUS SPARE PARTS USED ON THE MH-65 AIRCRAFT.  CLASS DETERMINATION FOR NONAVAILABILITY ARTICLES IAW FAR 25.103(B)(1) APPLIES TO THIS ACTION, BAA EXCEPTION MTF IS IN THE FILE.",68,-407,Ended,,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2024-05-16,2024-07-23,2024-05-16,CONT_AWD_70Z03824FF0000435_7008_70Z03823DB0000029_7008,2024-05-16,70Z038
70Z03824FF0000512,2024-06-21,"AIRBUS HELICOPTERS, INC.",19610.06,PROCUREMENT OF VARIOUS SPARES USED ON THE MH-65 AIRCRAFT.,262,-177,Ended,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,,FIRM FIXED PRICE,,AVIATION LOGISTICS CENTER (ALS),"1650 AIRCRAFT HYDRAULIC, VACUUM, AND DE-ICING SYSTEM COMPONENTS",336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,DELIVERY ORDER,2024-06-21,2025-03-10,2024-08-29,CONT_AWD_70Z03824FF0000512_7008_70Z03823DB2000008_7008,2024-06-21,70Z038
