Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,BSA,Budget SubActivity (BSA) Title,Budget Line Item,Budget Line Item (BLI) Title,Cost Type,Cost Type Title,FY 2024 Actuals Quantity,FY 2024 Actuals Amount,FY 2025 Enacted Quantity,FY 2025 Enacted Amount,FY 2026 Disc Request Quantity,FY 2026 Disc Request Amount,FY 2026 Reconciliation Request Quantity,FY 2026 Reconciliation Request Amount,FY 2026 Total Quantity,FY 2026 Total Amount
0300D,"Procurement, Defense-Wide",WHS,01,Major equipment,7,01,"Major Equipment, WHS",31,"Major Equipment, WHS",A,Weapon System Cost,,250,,,,,,,,
0300D,"Procurement, Defense-Wide",WHS,01,Major equipment,15,04,"Major Equipment, WHS",31,"Major Equipment, WHS",A,Weapon System Cost,,,,374,,403,,,,403
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,16,05,"Major Equipment, DISA",09,Information Systems Security,A,Weapon System Cost,,"10,012",,"25,392",,"6,254",,,,"6,254"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,17,05,"Major Equipment, DISA",14,Teleport Program,A,Weapon System Cost,,"35,199",,"25,848",,"112,517",,,,"112,517"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,19,05,"Major Equipment, DISA",16,Items Less Than $5 Million,A,Weapon System Cost,,"47,538",,"25,499",,"23,673",,,,"23,673"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,20,05,"Major Equipment, DISA",18,Defense Information System Network,A,Weapon System Cost,,"64,549",,"68,786",,"252,370",,,,"252,370"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,21,05,"Major Equipment, DISA",90,White House Communication Agency,A,Weapon System Cost,,"111,123",,"100,587",,"125,292",,,,"125,292"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,22,05,"Major Equipment, DISA",92,Senior Leadership Enterprise,A,Weapon System Cost,,"94,591",,"54,278",,"175,264",,,,"175,264"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,23,05,"Major Equipment, DISA",96,Joint Regional Security Stacks (JRSS),A,Weapon System Cost,,"14,254",,"17,213",,"1,496",,,,"1,496"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,24,05,"Major Equipment, DISA",97,Joint Service Provider,A,Weapon System Cost,,"82,304",,"57,964",,"54,186",,,,"54,186"
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,25,05,"Major Equipment, DISA",98,Fourth Estate Network Optimization (4ENO),A,Weapon System Cost,,"29,677",,"24,482",,"75,386",,,,"75,386"
0300D,"Procurement, Defense-Wide",DLA,01,Major equipment,37,07,"Major Equipment, DLA",500,Major Equipment,A,Weapon System Cost,,"105,943",,"53,777",,"79,251",,,,"79,251"
0300D,"Procurement, Defense-Wide",DCSA,01,Major equipment,38,09,"Major Equipment, DCSA",20,Major Equipment,A,Weapon System Cost,,"2,135",,"2,191",,"2,230",,,,"2,230"
0300D,"Procurement, Defense-Wide",DEFW,01,Major equipment,40,10,Equipment,RECONCIL1,Homeland Defense Initiatives,A,Weapon System Cost,,,,,,,,"5,212,657",,"5,212,657"
0300D,"Procurement, Defense-Wide",DEFW,01,Major equipment,41,10,Equipment,RECONCIL2,Maritime Industrial Base Initiatives,A,Weapon System Cost,,,,,,,,"438,360",,"438,360"
0300D,"Procurement, Defense-Wide",TJS,01,Major equipment,42,15,"Major Equipment, TJS",10,"Major Equipment, TJS",A,Weapon System Cost,,"19,199",,"14,711",,"33,090",,,,"33,090"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,44,17,"Major Equipment, Missile Defense Agency",MD07,THAAD,A,Weapon System Cost,11,"216,782",12,"246,995",25,"523,125",12,"317,000",37,"840,125"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,45,17,"Major Equipment, Missile Defense Agency",MD08,Ground Based Midcourse,A,Weapon System Cost,,,,"20,796",,,,,,
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,46,17,"Major Equipment, Missile Defense Agency",MD09,Aegis BMD,A,Weapon System Cost,36,"601,506",6,"195,000",,,,,,
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,48,17,"Major Equipment, Missile Defense Agency",MD11,BMDS AN/TPY-2 Radars,A,Weapon System Cost,,"29,108",,"55,965",,"36,530",,,,"36,530"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,49,17,"Major Equipment, Missile Defense Agency",MD14,SM-3 IIAs,A,Weapon System Cost,12,"440,824",12,"406,370",12,"444,835",,,12,"444,835"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,50,17,"Major Equipment, Missile Defense Agency",MD26,Arrow 3 Upper Tier Systems,A,Weapon System Cost,1,"80,000",1,"50,000",1,"100,000",,,1,"100,000"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,51,17,"Major Equipment, Missile Defense Agency",MD34,Short Range Ballistic Missile Defense (SRBMD),A,Weapon System Cost,1,"1,040,000",1,"40,000",1,"40,000",,,1,"40,000"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,52,17,"Major Equipment, Missile Defense Agency",MD65,Defense of Guam Procurement,A,Weapon System Cost,1,"161,627",,"22,602",,"11,351",,"56,500",,"67,851"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,53,17,"Major Equipment, Missile Defense Agency",MD73,Aegis Ashore Phase III,A,Weapon System Cost,,"2,390",,,,,,,,
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,56,17,"Major Equipment, Missile Defense Agency",MD83,Iron Dome,A,Weapon System Cost,1,"3,080,000",1,"110,000",1,"60,000",,,1,"60,000"
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,57,17,"Major Equipment, Missile Defense Agency",MD84,Iron Beam,A,Weapon System Cost,1,"1,200,000",,,,,,,,
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,58,17,"Major Equipment, Missile Defense Agency",MD90,Aegis BMD Hardware and Software,A,Weapon System Cost,,"27,825",,"32,040",,"17,211",,,,"17,211"
0300D,"Procurement, Defense-Wide",DHRA,01,Major equipment,59,20,"Major Equipment, DHRA",500,Personnel Administration,A,Weapon System Cost,,"4,445",,"3,717",,"3,797",,,,"3,797"
0300D,"Procurement, Defense-Wide",DTRA,01,Major equipment,62,23,"Major Equipment, Defense Threat Reduction Agency",20,Vehicles,A,Weapon System Cost,,356,,"2,754",,911,,,,911
0300D,"Procurement, Defense-Wide",DTRA,01,Major equipment,63,23,"Major Equipment, Defense Threat Reduction Agency",30,Other Major Equipment,A,Weapon System Cost,,"12,787",,"8,783",,"12,023",,,,"12,023"
0300D,"Procurement, Defense-Wide",DTRA,01,Major equipment,65,23,"Major Equipment, Defense Threat Reduction Agency",50,DTRA Cyber Activities,A,Weapon System Cost,,"19,964",,"3,429",,"1,800",,,,"1,800"
0300D,"Procurement, Defense-Wide",DODEA,01,Major equipment,68,26,"Major Equipment, DODEA",30,Automation/Educational Support & Logistics,A,Weapon System Cost,,"1,358",,"1,360",,,,,,
0300D,"Procurement, Defense-Wide",DMACT,01,Major equipment,70,55,"Major Equipment, DMACT",30,Major Equipment,A,Weapon System Cost,,"13,012",,"7,332",,"7,258",,,,"7,258"
0300D,"Procurement, Defense-Wide",CYBER,01,Major equipment,71,56,"Major Equipment, USCYBERCOM",CY01,Cyberspace Operations,A,Weapon System Cost,,"93,980",,"109,687",,"73,358",,,,"73,358"
0300D,"Procurement, Defense-Wide",DEFW,01,Major equipment,74,99,Undistributed,UNDISTRIB,Undistributed,A,Weapon System Cost,,"4,746",,,,,,,,
0300D,"Procurement, Defense-Wide",,01,,999,99,Classified Programs,9999999999,Classified Programs,,,,"692,974",,"565,253",,"1,129,183",,"1,024,000",,"2,153,183"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,91,01,Aviation Programs,0201ARMOWT,Armed Overwatch/Targeting,A,Weapon System Cost,12,"264,688",12,"313,105",6,"156,606",,,6,"156,606"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,92,01,Aviation Programs,0201MANISR,Manned ISR,A,Weapon System Cost,,"6,000",,"2,500",,,,,,
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,93,01,Aviation Programs,0201MC12,MC-12,A,Weapon System Cost,,600,,400,,,,,,
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,94,01,Aviation Programs,0201MH60,MH-60 Blackhawk,A,Weapon System Cost,,,,"22,773",,,,,,
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,95,01,Aviation Programs,0201RWUPGR,Rotary Wing Upgrades and Sustainment,A,Weapon System Cost,,"270,366",,"214,561",,"189,059",,,,"189,059"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,96,01,Aviation Programs,0201UMNISR,Unmanned ISR,A,Weapon System Cost,,"29,497",,"33,917",,"6,858",,,,"6,858"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,97,01,Aviation Programs,0207NSAV,Non-Standard Aviation,A,Weapon System Cost,,"20,782",,"5,471",,"7,849",,,,"7,849"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,98,01,Aviation Programs,0607U28,U-28,A,Weapon System Cost,,"5,915",,"5,259",,"2,031",,,,"2,031"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,99,01,Aviation Programs,0610MH47,MH-47 Chinook,A,Weapon System Cost,,"224,283",,"147,002",,"156,934",,,,"156,934"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,100,01,Aviation Programs,1000CV2200,CV-22 Modification,A,Weapon System Cost,,"75,981",,"40,764",,"19,692",,,,"19,692"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,101,01,Aviation Programs,1108MQ9,MQ-9 Unmanned Aerial Vehicle,A,Weapon System Cost,,"17,684",,"13,543",,"12,890",,"11,990",,"24,880"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,102,01,Aviation Programs,1202PSP,Precision Strike Package,A,Weapon System Cost,,"104,380",,"57,650",,"61,595",,,,"61,595"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,103,01,Aviation Programs,2012C130J,AC/MC-130J,A,Weapon System Cost,,"312,921",,"286,263",,"236,312",,,,"236,312"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,104,01,Aviation Programs,5000C13000,C-130 Modifications,A,Weapon System Cost,,"18,796",,,,,,,,
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,105,02,Shipbuilding,2010US,Underwater Systems,A,Weapon System Cost,,"78,353",,"63,850",,,,"66,025",,"66,025"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,106,03,Ammunition Programs,0203ORD,ORDNANCE ITEMS <$5M,A,Weapon System Cost,,"147,033",,"130,702",,"116,972",,,,"116,972"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,107,04,Other Procurement Programs,020400INTL,Intelligence Systems,A,Weapon System Cost,,"205,316",,"178,184",,"227,073",,250,,"227,323"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,108,04,Other Procurement Programs,020401INTL,Distributed Common Ground/Surface Systems,A,Weapon System Cost,,"5,718",,"3,918",,"2,824",,,,"2,824"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,109,04,Other Procurement Programs,0204OTHER,Other Items <$5M,A,Weapon System Cost,,"108,431",,"75,776",,"95,685",,,,"95,685"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,110,04,Other Procurement Programs,0204SCCS,Combatant Craft Systems,A,Weapon System Cost,,"65,870",,"66,455",,,,"36,440",,"36,440"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,111,04,Other Procurement Programs,0204SPCPRG,Special Programs,A,Weapon System Cost,,"20,412",,"20,822",,"30,418",,"25,400",,"55,818"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,112,04,Other Procurement Programs,0204TACVEH,Tactical Vehicles,A,Weapon System Cost,,"68,061",,"58,016",,"54,100",,,,"54,100"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,113,04,Other Procurement Programs,0204WARSYS,Warrior Systems <$5M,A,Weapon System Cost,,"600,690",,"402,712",,"303,991",,"80,055",,"384,046"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,114,04,Other Procurement Programs,0206CMR,Combat Mission Requirements,A,Weapon System Cost,,"4,987",,"4,988",,"4,985",,,,"4,985"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,116,04,Other Procurement Programs,0607OEI,Operational Enhancements Intelligence,A,Weapon System Cost,,"23,639",,"23,715",,"21,339",,,,"21,339"
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,117,04,Other Procurement Programs,2143369000,Operational Enhancements,A,Weapon System Cost,,"322,341",,"331,592",,"352,100",,"42,901",,"395,001"
0300D,"Procurement, Defense-Wide",CBDP,03,Chemical/Biological Defense,120,01,CBDP,7001SA1000,Chemical Biological Situational Awareness,A,Weapon System Cost,,"148,640",,"186,841",,"208,051",,,,"208,051"
0300D,"Procurement, Defense-Wide",CBDP,03,Chemical/Biological Defense,121,01,CBDP,8001PH1000,CB Protection & Hazard Mitigation,A,Weapon System Cost,,"217,255",,"201,011",,"213,330",,,,"213,330"
0350D,National Guard and Reserve Equipment,A,01,Reserve equipment,1,30,Army Reserve,013005,Misc Equipment - Army Reserve,A,Weapon System Cost,,"155,000",,"131,750",,,,,,
0350D,National Guard and Reserve Equipment,N,01,Reserve equipment,7,40,Navy Reserve,014005,Misc Equipment - Navy Reserve,A,Weapon System Cost,,"57,000",,"48,450",,,,,,
