Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
12639523C0043,5/3/2023,"ROTOCHOPPER, INC.",240000,"PROVIDE THE NVS PROGRAM WITH MAINTAINING, STORING AND PROVIDING MONTHLY TRAINING OF AGENCY EMPLOYEES.",,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,VS FO WAREHOUSE KANSAS CITY MO,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,333120 CONSTRUCTION MACHINERY MANUFACTURING,Department of Agriculture,Animal and Plant Health Inspection Service,DEFINITIVE CONTRACT,5/3/2023,5/2/2025,4/18/2024,CONT_AWD_12639523C0043_12K3_-NONE-_-NONE-,5/3/2023,126395
1305M223FNWWG0062,3/22/2023,"CAPRICE ELECTRONICS, INC",6500,"PROCUREMENT OF 80 EACH POWER SUPPLY DTS1 S100-2MT4-3A1PS1 FOR ASOS ASSIGNED SPARED REPLENISHMENT LOCATED AT THE NATIONAL LOGISTICS SUPPORT CENTER, MISSOURI KANSAS.",,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,,NATIONAL WEATHER SERVICE,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,332510 HARDWARE MANUFACTURING,Department of Commerce,National Oceanic and Atmospheric Administration,DELIVERY ORDER,3/22/2023,7/1/2023,3/22/2023,CONT_AWD_1305M223FNWWG0062_1330_GS21F0083Y_4732,3/22/2023,1305M2
140P5423P0004,11/4/2022,"SUNSET MARINE, INC.",15500,"SUPPLY, MERCURY POWERHEAD, BISCAYNE NATIONAL PARK",,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,SER SOUTH MABO (54000),3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,333618 OTHER ENGINE EQUIPMENT MANUFACTURING,Department of the Interior,National Park Service,PURCHASE ORDER,11/4/2022,12/2/2022,1/3/2023,CONT_AWD_140P5423P0004_1443_-NONE-_-NONE-,11/4/2022,140P54
15B40923P00000070,8/22/2023,SOMERSET CAPITAL GROUP LTD,26663.06,P1 DC PHONE SYSTEM UPS GSA AUG 2023,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,FCI MARION,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,"335311 POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",Department of Justice,Federal Prison System / Bureau of Prisons,PURCHASE ORDER,8/22/2023,9/20/2023,8/24/2023,CONT_AWD_15B40923P00000070_1540_-NONE-_-NONE-,8/22/2023,15B409
15B40923P00000071,8/22/2023,SOMERSET CAPITAL GROUP LTD,26663.06,P1 DC GSA UPS RADIO SYSTEM AUG 2023,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,FCI MARION,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,"335311 POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",Department of Justice,Federal Prison System / Bureau of Prisons,PURCHASE ORDER,8/22/2023,9/20/2023,8/24/2023,CONT_AWD_15B40923P00000071_1540_-NONE-_-NONE-,8/22/2023,15B409
15F06723P0001852,6/14/2023,FREMONT AUTO CENTER INC,22406.45,VEHICLE REPAIR,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DENVER FIELD OFFICE,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,811111 GENERAL AUTOMOTIVE REPAIR,Department of Justice,Federal Bureau of Investigation,PURCHASE ORDER,6/14/2023,9/30/2023,9/6/2024,CONT_AWD_15F06723P0001852_1549_-NONE-_-NONE-,6/14/2023,15F067
15F06723P0002477,9/22/2023,"ALL AROUND ACCESS, LLC",20615,CHERRY PICKER,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,18,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,MIAMI FIELD OFFICE,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,561990 ALL OTHER SUPPORT SERVICES,Department of Justice,Federal Bureau of Investigation,PURCHASE ORDER,9/22/2023,9/22/2023,9/25/2023,CONT_AWD_15F06723P0002477_1549_-NONE-_-NONE-,9/22/2023,15F067
19AQMM23P1081,8/30/2023,US21 INC,55039,MSD SUPPLIES,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,BUREAU OF DIPLOMATIC SECURITY,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,"541614 PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",Department of State,Department of State,PURCHASE ORDER,8/30/2023,10/29/2023,8/31/2023,CONT_AWD_19AQMM23P1081_1900_-NONE-_-NONE-,8/30/2023,19AQMM
19HA7023P1159,7/14/2023,MISCELLANEOUS FOREIGN AWARDEES,11563.56,INL-HNP SERVICE PARTS FOR HNP DONATED CHEVY COLORADO,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,BUREAU OF WESTERN HEMISPHERE AFFAIR,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,333613 MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,Department of State,Department of State,PURCHASE ORDER,7/14/2023,7/14/2023,9/6/2024,CONT_AWD_19HA7023P1159_1900_-NONE-_-NONE-,7/14/2023,19HA70
19KE5023P1088,3/20/2023,GLOBAL TEST SUPPLY LLC,11700,NOX/SPX POWER ANALYZER CHARGE 7112,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,NO SET ASIDE USED.,BUREAU OF OVERSEAS BUILDINGS OPS,3040 MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,"335311 POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",Department of State,Department of State,PURCHASE ORDER,3/20/2023,4/30/2023,3/21/2023,CONT_AWD_19KE5023P1088_1900_-NONE-_-NONE-,3/20/2023,19KE50
