Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
140G0325F0021,1/17/2025,"EARLE KINLAW & ASSOCIATES, INC.",56219.57,WHEELED SKID STEER,140G0325Q0015,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,OFFICE OF ACQUISITON  GRANTS,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of the Interior,U.S. Geological Survey,DELIVERY ORDER,1/17/2025,5/31/2025,1/17/2025,CONT_AWD_140G0325F0021_1434_GS07F085CA_4732,1/17/2025,140G03
15F06725F0000206,2/10/2025,ADVANCED MATERIAL HANDLING LLC,65024,(2) FORKLIFTS,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,6,FIRM FIXED PRICE,,FBI-JEH,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Justice,Federal Bureau of Investigation,DELIVERY ORDER,2/10/2025,9/30/2025,2/11/2025,CONT_AWD_15F06725F0000206_1549_GS07F0293X_4732,2/10/2025,15F067
15F06725F0001429,8/20/2025,"SECURITY ENGINEERED MACHINERY CO., INC.",12414.54,NSA APPROVED SHREDDERS,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,,FBI-JEH,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",334119 OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,Department of Justice,Federal Bureau of Investigation,DELIVERY ORDER,8/20/2025,12/31/2025,8/20/2025,CONT_AWD_15F06725F0001429_1549_GS35F005AA_4732,8/20/2025,15F067
15UYAZ25P00000391,7/23/2025,GROUND GAME INDUSTRIAL SOLUTIONS LLC,16786,WAREHOUSE DOCKS FOR UNICOR YAZOO CITY,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,"FEDERAL PRISON INDUSTRIES, INC","3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",423830 INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,Department of Justice,Federal Prison Industries / Unicor,PURCHASE ORDER,7/23/2025,8/29/2025,7/23/2025,CONT_AWD_15UYAZ25P00000391_1542_-NONE-_-NONE-,7/23/2025,15UYAZ
19M03025P0014,10/10/2024,MISCELLANEOUS FOREIGN AWARDEES,41509.82,DIP COURIER TWO AND A HALF TON ELECTRIC FORKLIFT,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,15,FIRM FIXED PRICE,NO SET ASIDE USED.,BUREAU OF DIPLOMATIC SECURITY,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",423830 INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,Department of State,Department of State,PURCHASE ORDER,10/10/2024,3/3/2025,10/11/2024,CONT_AWD_19M03025P0014_1900_-NONE-_-NONE-,10/10/2024,19M030
19UG5025P0597,8/13/2025,US21 INC,96600,2122.5 LIFT (REACH) TRUCK,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,13,FIRM FIXED PRICE,NO SET ASIDE USED.,BUREAU OF AFRICAN AFFAIRS,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of State,Department of State,PURCHASE ORDER,8/13/2025,3/30/2026,8/19/2025,CONT_AWD_19UG5025P0597_1900_-NONE-_-NONE-,8/13/2025,19UG50
36C24725P0019,10/4/2024,ALDEVRA LLC,119526.65,MOTORIZED CARTS,36C24724Q0935,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,544-COLUMBIA (00544)(36C544),"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",336999 ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,Department of Veterans Affairs,Department of Veterans Affairs,PURCHASE ORDER,10/1/2024,12/31/2024,10/4/2024,CONT_AWD_36C24725P0019_3600_-NONE-_-NONE-,10/4/2024,36C247
36C25225N0367,4/14/2025,WRIGGLESWORTH ENTERPRISES INC,17113.2,TRASH BINS,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,FIRM FIXED PRICE,,578-HINES(00578)(36C578),"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",332510 HARDWARE MANUFACTURING,Department of Veterans Affairs,Department of Veterans Affairs,DELIVERY ORDER,4/14/2025,5/14/2025,4/14/2025,CONT_AWD_36C25225N0367_3600_GS21F0015X_4732,4/14/2025,36C252
36C25525P0119,1/29/2025,MEAK SOLUTIONS LLC.,34860,5000 LB FORKLIFT CAPE GIRARDEAU VA HCC,36C25525Q0030,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,10,FIRM FIXED PRICE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,657 STL EASTERN ORBIT,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED","333924 INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",Department of Veterans Affairs,Department of Veterans Affairs,PURCHASE ORDER,1/28/2025,8/27/2025,1/29/2025,CONT_AWD_36C25525P0119_3600_-NONE-_-NONE-,1/29/2025,36C255
47QSCC25F09SX,10/24/2024,"THE LIGHTHOUSE FOR THE BLIND, INCORPORATED",397.62,BATTERY GROUP 31 CRANKING,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIXED PRICE REDETERMINATION,NO SET ASIDE USED.,GSA/FAS/GSS/QSCBA/SPECIAL CONTRACTING BRANCH A AND QSCBB SPECIAL CONTRACTING BRANCH B,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",423830 INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,General Services Administration,Federal Acquisition Service,BPA CALL,10/24/2024,12/23/2024,10/25/2024,CONT_AWD_47QSCC25F09SX_4732_47QSCC20T0005_4732,10/24/2024,47QSCC
47QSCC25F09SY,10/24/2024,"THE LIGHTHOUSE FOR THE BLIND, INCORPORATED",115.71,"FILTER,AIR,CRRGTD,275,256,200",,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIXED PRICE REDETERMINATION,NO SET ASIDE USED.,GSA/FAS/GSS/QSCBA/SPECIAL CONTRACTING BRANCH A AND QSCBB SPECIAL CONTRACTING BRANCH B,"3920 MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",423830 INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,General Services Administration,Federal Acquisition Service,BPA CALL,10/24/2024,12/23/2024,10/25/2024,CONT_AWD_47QSCC25F09SY_4732_47QSCC20T0005_4732,10/24/2024,47QSCC
