Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
1240LP25P0030,7/7/2025,MORGAN INGLAND LLC,30519.92,TRACKS FOR EN 9000 SNOWCAT,1240LQ25Q0006,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,10,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,USDA  FOREST SERVICE,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336999 ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,Department of Agriculture,Forest Service,PURCHASE ORDER,7/1/2025,8/31/2025,7/7/2025,CONT_AWD_1240LP25P0030_12C2_-NONE-_-NONE-,7/7/2025,1240LP
1284LL25F0033,5/19/2025,"MACGYVER SOLUTIONS, INC.",5769.42,"UTV TRACKS AND MOUNT KIT, IDAHO PANHANDLE NATIONAL FORESTS",,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,,IDAHO PANHANDLE NATIONAL FOREST,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336112 LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING,Department of Agriculture,Forest Service,DELIVERY ORDER,5/22/2025,7/18/2025,7/30/2025,CONT_AWD_1284LL25F0033_12C2_47QSMA18D08QH_4732,5/19/2025,1284LL
140FS325F0024,1/10/2025,"MATTRACKS, INC.",22407.84,FL-PANAMA CITY ESFO-MATTRACKS,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,,FWS HEADQUARTERS,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336390 OTHER MOTOR VEHICLE PARTS MANUFACTURING,Department of the Interior,U.S. Fish and Wildlife Service,DELIVERY ORDER,1/7/2025,3/21/2025,1/13/2025,CONT_AWD_140FS325F0024_1448_47QMCA18D000J_4732,1/10/2025,140FS3
140R4025P0090,9/8/2025 0:00,"WILCO MANUFACTURING, L.L.C.",73792.24,MRG SFD 1 AMPHIBIOUS REPLACEMENT TRACK SET,140R4025Q0077,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,ALBUQUERQUE AREA OFFICE,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",333120 CONSTRUCTION MACHINERY MANUFACTURING,Department of the Interior,Bureau of Reclamation,PURCHASE ORDER,9/8/2025 0:00,11/28/2025 0:00,9/8/2025,CONT_AWD_140R4025P0090_1425_-NONE-_-NONE-,9/8/2025 0:00,140R40
33312925P00516390,10/23/2024,MISCELLANEOUS FOREIGN AWARDEES,19000,CAR SPARE PARTS FOR STRI FLEET FY25,,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,SF OPERATIONS AND MAINTINANCE,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",441330 AUTOMOTIVE PARTS AND ACCESSORIES RETAILERS,Smithsonian Institution,Smithsonian Institution,PURCHASE ORDER,10/23/2024,9/30/2025,6/9/2025,CONT_AWD_33312925P00516390_3300_-NONE-_-NONE-,10/23/2024,333129
70CMSD25P00000031,4/24/2025,"LENCO INDUSTRIES, INC.",10822.33,THIS AWARD PROVIDES A REAR AXLE REPLACEMENT PART FOR A BEARCAT ARMORED VEHICLE IN NEED OF REPAIR FOR INVESTIGATIONS AND OPERATIONS.,,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,HOMELAND SECURITY INVESTIGATIONS EL PASO,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS","336992 MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING",Department of Homeland Security,U.S. Immigration and Customs Enforcement,PURCHASE ORDER,4/23/2025,7/23/2025,4/24/2025,CONT_AWD_70CMSD25P00000031_7012_-NONE-_-NONE-,4/24/2025,70CMSD
70Z04025P50045B00,8/20/2025,"PD MYCO TRAILERS, LLC",48000,CALIPER ONLY IN SUPPORT OF SMALL BOAT TRAILERS,70Z04025Q5SHE001,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,14,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,SURFACE FORCES LOGISTICS CENTER,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336611 SHIP BUILDING AND REPAIRING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,8/20/2025,10/15/2025,8/20/2025,CONT_AWD_70Z04025P50045B00_7008_-NONE-_-NONE-,8/20/2025,70Z040
70Z04025P50056B00,9/9/2025 0:00,FSR CONSULTING LLC,14844.4,SEDIMENT STRAINERS,70Z04025Q5CA095,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,10,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,SURFACE FORCES LOGISTICS CENTER,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336611 SHIP BUILDING AND REPAIRING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,9/9/2025 0:00,10/20/2025 0:00,9/9/2025,CONT_AWD_70Z04025P50056B00_7008_-NONE-_-NONE-,9/9/2025 0:00,70Z040
70Z04025P50229B00,6/5/2025,"BOATZINCS.COM, INC.",29316.6,NSN:  2530-01-674-8069 TIRE AND WHEEL,2125405B4500EP058,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,SURFACE FORCES LOGISTICS CENTER,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336611 SHIP BUILDING AND REPAIRING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,6/5/2025,8/30/2025,6/5/2025,CONT_AWD_70Z04025P50229B00_7008_-NONE-_-NONE-,6/5/2025,70Z040
70Z04025P50686B00,9/4/2025 0:00,EVOLUTION TRAILER TECHNOLOGIES INC.,207500,AXLE & HUB ASSY,2125405B3000HP034,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,8,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,SURFACE FORCES LOGISTICS CENTER,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",336611 SHIP BUILDING AND REPAIRING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,9/4/2025 0:00,9/12/2025 0:00,9/4/2025,CONT_AWD_70Z04025P50686B00_7008_-NONE-_-NONE-,9/4/2025 0:00,70Z040
70Z08025P20256B00,11/20/2024,WELIN LAMBIE LIMITED,173914.15,BRAKE SHOE,70Z08025QAG033,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,SURFACE FORCES LOGISTICS CENTER,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS","333923 OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING",Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,11/20/2024,12/20/2025,11/20/2024,CONT_AWD_70Z08025P20256B00_7008_-NONE-_-NONE-,11/20/2024,70Z080
70Z08025P21237B00,5/20/2025,WELIN LAMBIE LIMITED,33068.8,BRAKE SHOE,70Z08025QAG279,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,7,FIRM FIXED PRICE,NO SET ASIDE USED.,SURFACE FORCES LOGISTICS CENTER,"2530 VEHICULAR BRAKE, STEERING, AXLE, WHEEL, AND TRACK COMPONENTS",333998 ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,Department of Homeland Security,U.S. Coast Guard,PURCHASE ORDER,5/20/2025,12/8/2025,5/27/2025,CONT_AWD_70Z08025P21237B00_7008_-NONE-_-NONE-,5/20/2025,70Z080
