Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
N0001923F0035,10/6/2022,THE BOEING COMPANY,3120608,THE PURPOSE OF THIS EFFORT IS TO PROVIDE TEST SUPPORT AND MATERIAL IN SUPPORT OF RAAF WISC SCIFIRE PROGRAM.,N0001917R0063,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,10/6/2022,3/29/2024,1/5/2024,CONT_AWD_N0001923F0035_9700_N0001919D0021_9700,10/6/2022,N00019
N0001923F0095,1/24/2023,THE BOEING COMPANY,339801,SERVICES FOR TRAINING IN SUPPORT OF SCIFIRE WIND TUNNEL MODEL.,N0001917R0063,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,1/24/2023,6/30/2023,5/26/2023,CONT_AWD_N0001923F0095_9700_N0001919D0021_9700,1/24/2023,N00019
N0001923F0172,9/19/2023,THE BOEING COMPANY,145148,ENGINEERING SUPPORT FOR COMMON CARRIAGE CONCEPTUAL INTEGRATION.,N0001917R0063,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,9/19/2023,6/30/2024,12/19/2023,CONT_AWD_N0001923F0172_9700_N0001919D0021_9700,9/19/2023,N00019
N0001923F0543,7/27/2023,THE BOEING COMPANY,488204,SUPPORT FOR RAAF SCIFIRE INTEGRATION ONTO AF/A-18F.,N0001917R0063,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,7/26/2023,7/31/2024,5/22/2025,CONT_AWD_N0001923F0543_9700_N0001919D0021_9700,7/27/2023,N00019
N0001923F0569,8/11/2023,THE BOEING COMPANY,241387,ENGINEERING SERVICES IN SUPPORT OF AARGM-ER REPORTS.,N0001917R0063,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,7/27/2023,6/30/2024,12/6/2023,CONT_AWD_N0001923F0569_9700_N0001919D0021_9700,8/11/2023,N00019
N0001923F0635,9/12/2023,THE BOEING COMPANY,31718461,MMP INTEGRATION NRE,,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,9/12/2023,9/11/2026,11/18/2023,CONT_AWD_N0001923F0635_9700_N0001921G0006_9700,9/12/2023,N00019
N0001923F2490,12/15/2022,NORTHROP GRUMMAN SYSTEMS CORPORATION,431267.61,SOFTWARE/FIRMWARE UPGRADE VMC,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336413 OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,12/20/2022,12/19/2023,6/1/2023,CONT_AWD_N0001923F2490_9700_N0001920G0005_9700,12/15/2022,N00019
N0001923F2587,2/13/2023,THE BOEING COMPANY,1965312,OML GVT PREPARATION,,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,2/13/2023,11/13/2023,2/14/2023,CONT_AWD_N0001923F2587_9700_N0001921G0006_9700,2/13/2023,N00019
N0016423PJ033,3/1/2023,ARGONFDS LLC,94965,DISPLAY UPGRADES,N0016423Q0076,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NSWC CRANE,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,334118 COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,PURCHASE ORDER,3/1/2023,3/1/2024,7/26/2023,CONT_AWD_N0016423PJ033_9700_-NONE-_-NONE-,3/1/2023,N00164
N0016423PJ138,8/11/2023,ARGONFDS LLC,77850,MONITOR UPGRADES WITH OPTIONS,N0016423Q0269,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,F2VUB2 USOCOM SOF ATL FW INTSTRIKE,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,334118 COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,Department of Defense,Department of the Air Force,PURCHASE ORDER,8/11/2023,8/30/2024,7/12/2024,CONT_AWD_N0016423PJ138_9700_-NONE-_-NONE-,8/11/2023,N00164
N0017423P0008,10/14/2022,QUALITY METAL FINISHING CORPORATION,19500,"CHAMBER, INITIATOR (GFP/ RE-PLATE)",N0017422Q0039,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,NSWC INDIAN HEAD DIVISION,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,325920 EXPLOSIVES MANUFACTURING,Department of Defense,Department of the Navy,PURCHASE ORDER,10/14/2022,12/15/2022,10/14/2022,CONT_AWD_N0017423P0008_9700_-NONE-_-NONE-,10/14/2022,N00174
N6893623C0007,3/2/2023,GE AVIATION SYSTEMS LLC,690258,ENGINEERING FPGA FIRMWARE,N6893622R0033,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,811210 ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,3/2/2023,3/8/2024,2/21/2024,CONT_AWD_N6893623C0007_9700_-NONE-_-NONE-,3/2/2023,N68936
N6893623F0001,10/6/2022,NORTHROP GRUMMAN SYSTEMS CORPORATION,5025914.01,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,10/6/2022,10/5/2023,11/17/2023,CONT_AWD_N6893623F0001_9700_N6893619D0007_9700,10/6/2022,N68936
N6893623F0002,3/3/2023,RAYTHEON COMPANY,6824228.89,F/A-18/EA-18G SENSOR SYSTEMS SUPPORT WBR MODULES TASK ORDER,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/3/2023,6/3/2024,5/9/2024,CONT_AWD_N6893623F0002_9700_N6893619D0001_9700,3/3/2023,N68936
N6893623F0022,10/13/2022,"MERCURY DEFENSE SYSTEMS, INC.",80258.02,REPAIR SERVICES (I/J)FBG-016 FBG-143,N6893612R0095,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,334220 RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,10/11/2023,10/18/2023,12/12/2023,CONT_AWD_N6893623F0022_9700_N6893616D0003_9700,10/13/2022,N68936
N6893623F0075,11/30/2022,NORTHROP GRUMMAN SYSTEMS CORPORATION,2847974.36,LABOR,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,11/30/2022,11/29/2023,4/26/2023,CONT_AWD_N6893623F0075_9700_N6893619D0007_9700,11/30/2022,N68936
N6893623F0093,12/5/2022,NORTHROP GRUMMAN SYSTEMS CORPORATION,5221212.25,SOFTWARE/FIRMWARE DEVELOPMENT/INTEGRATION FOR H18 LOW BAND DEDICATED RECEIVER (LBDR),N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,12/2/2022,2/22/2024,2/29/2024,CONT_AWD_N6893623F0093_9700_N6893619D0007_9700,12/5/2022,N68936
N6893623F0096,12/20/2022,THE BOEING COMPANY,31985416.09,F/A-18 AND EA-18G SYSTEMS CONFIGURATION SETS (SCS) SUPPORT -- GENERAL ENGINEERING TASK ORDER,N6893620R0097,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CTR WEAPONS DIV,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,12/20/2022,3/21/2026,5/8/2025,CONT_AWD_N6893623F0096_9700_N6893623D0001_9700,12/20/2022,N68936
N6893623F0098,12/8/2022,NORTHROP GRUMMAN SYSTEMS CORPORATION,2843860,LABOR,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,12/12/2022,12/11/2023,5/8/2023,CONT_AWD_N6893623F0098_9700_N6893619D0007_9700,12/8/2022,N68936
N6893623F0139,2/9/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,3031239.54,CONTRACTOR SUPPORT SERVICES FOR THE AIRBORNE ELECTRONIC ATTACK (AEA) MISSION PLANNING ENVIRONMENT (MPE) SOFTWARE ENGINEERING SUPPORT PROGRAM,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2/10/2023,2/9/2024,4/26/2023,CONT_AWD_N6893623F0139_9700_N6893619D0007_9700,2/9/2023,N68936
N6893623F0162,1/24/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,1564860.16,ENGINEERING SERVICES,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,1/27/2023,1/26/2024,3/11/2025,CONT_AWD_N6893623F0162_9700_N6893619D0007_9700,1/24/2023,N68936
N6893623F0163,1/23/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,2618000,CONTRACTOR SUPPORT SERVICES FOR THE ETIRMS PROGRAM,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2/23/2022,2/22/2024,2/29/2024,CONT_AWD_N6893623F0163_9700_N6893619D0007_9700,1/23/2023,N68936
N6893623F0184,2/1/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,2756263.91,AIRBORNE ELECTRONIC ATTACK (AEA)MISSION PLANNING SOFTWARE ENGINEERING SUPPORT,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2/5/2023,2/4/2024,1/10/2024,CONT_AWD_N6893623F0184_9700_N6893619D0007_9700,2/1/2023,N68936
N6893623F0211,3/10/2023,THE BOEING COMPANY,33636309.65,H18 SYSTEM CONFIGURATION SETS,N6893620R0097,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/13/2023,4/30/2025,4/16/2025,CONT_AWD_N6893623F0211_9700_N6893623D0001_9700,3/10/2023,N68936
N6893623F0221,5/2/2023,THE BOEING COMPANY,28664314.94,H12K SYSTEM CONFIGURATION SET TASK ORDER,N6893620R0097,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CTR WEAPONS DIV,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,5/3/2023,6/30/2026,4/2/2025,CONT_AWD_N6893623F0221_9700_N6893623D0001_9700,5/2/2023,N68936
N6893623F0237,3/10/2023,THE BOEING COMPANY,219225731.9,H20 SYSTEM CONFIGURATION SETS,N6893620R0097,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/13/2023,9/12/2026,5/22/2025,CONT_AWD_N6893623F0237_9700_N6893623D0001_9700,3/10/2023,N68936
N6893623F0247,3/10/2023,THE BOEING COMPANY,23434022.56,H18A SYSTEM CONFIGURATION SETS,N6893620R0097,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/1/2023,4/30/2025,4/3/2025,CONT_AWD_N6893623F0247_9700_N6893623D0001_9700,3/10/2023,N68936
N6893623F0267,3/14/2023,"MERCURY DEFENSE SYSTEMS, INC.",20505.62,REPAIR SERVICES (I/J),N6893612R0095,ONLY ONE SOURCE,NOT COMPETED,,FIRM FIXED PRICE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,334220 RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,Department of Defense,Department of the Navy,DELIVERY ORDER,3/14/2023,6/14/2023,8/13/2023,CONT_AWD_N6893623F0267_9700_N6893616D0003_9700,3/14/2023,N68936
N6893623F0293,3/13/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,1367842,MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/14/2023,3/13/2024,3/5/2024,CONT_AWD_N6893623F0293_9700_N6893619D0007_9700,3/13/2023,N68936
N6893623F0305,5/2/2023,THE BOEING COMPANY,18492928.14,31C SYSTEM CONFIGURATION SET TASK ORDER,N6893620R0097,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,4/28/2023,4/30/2027,1/30/2025,CONT_AWD_N6893623F0305_9700_N6893623D0001_9700,5/2/2023,N68936
N6893623F0316,5/8/2023,RAYTHEON COMPANY,6499965.25,F/A-18/EA-18G SENSOR SYSTEM SUPPORT 31C CORRECTION OF DEFICIENCIES TASK ORDER,N6893618R0044,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVY ERP,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/27/2023,9/30/2024,8/16/2024,CONT_AWD_N6893623F0316_9700_N6893619D0001_9700,5/8/2023,N68936
N6893623F0318,3/21/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,2368575.8,FMS RAAF,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/21/2023,3/20/2024,3/14/2024,CONT_AWD_N6893623F0318_9700_N6893619D0007_9700,3/21/2023,N68936
N6893623F0350,6/6/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,15156021.25,CONTRACTOR SUPPORT FOR AIRBORNE ELECTRONIC ATTACK (AEA) GROWLER BLOCK II PHASE 2 HEAD START HARDWARE AND SOFTWARE/FIRMWARE DEVELOPMENT,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,6/6/2023,6/6/2025,3/14/2024,CONT_AWD_N6893623F0350_9700_N6893619D0007_9700,6/6/2023,N68936
N6893623F0356,3/30/2023,NORTHROP GRUMMAN SYSTEMS CORPORATION,980000,NAWC LAB SUPPORT,N6893616R0069,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,,COST PLUS FIXED FEE,,NAVAL AIR WARFARE CENTER,K016 MODIFICATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,4/3/2023,4/2/2024,3/14/2024,CONT_AWD_N6893623F0356_9700_N6893619D0007_9700,3/30/2023,N68936
